order_id,date,hour,customer_id,customer_type,restaurant_id,order_channel,items_count,basket_value,promo_code,discount_amount,delivery_fee,delivery_time_min,order_status,payment_method,device_platform,rating
ORD024411,2025-03-18,19,CU7116,Repeat,RST112,Pickup,4,252.31,WELCOME25,79.52,0.0,0,Cancelled,Apple Pay,Web,
ORD012965,2025-02-12,22,CU9462,Repeat,RST235,Delivery,2,83.31,FEAST20,6.86,12.0,34,Delivered,Apple Pay,Android,4.3
ORD000913,2025-01-04,22,CU6982,New,RST217,Pickup,2,85.77,,2.43,0.0,0,Delivered,Wallet,Android,4.4
ORD003914,2025-01-14,12,CU10794,Repeat,RST120,Dine-in,1,26.71,,9.52,0.0,0,Cancelled,Wallet,Web,
ORD041257,2025-05-10,20,CU5708,New,RST118,Delivery,2,48.3,FEAST20,20.15,0.0,49,Cancelled,Apple Pay,iOS,
ORD040905,2025-05-09,21,CU7573,Repeat,RST305,Delivery,2,68.32,FEAST20,6.58,0.0,38,Delivered,Card,Android,4.0
ORD007251,2025-01-24,18,CU10014,Repeat,RST254,Delivery,1,24.5,,0.16,9.0,46,Delivered,Card,Android,4.2
ORD043267,2025-05-17,13,CU7101,Repeat,RST194,Dine-in,1,31.19,FEAST20,3.08,0.0,0,Delivered,Apple Pay,Android,4.1
ORD034371,2025-04-18,18,CU10311,New,RST233,Dine-in,1,33.11,,0.7,0.0,0,Delivered,Wallet,Android,4.9
ORD036607,2025-04-25,21,CU6420,Repeat,RST171,Delivery,4,156.08,RAMADAN15,2.81,0.0,45,Delivered,Cash,Android,3.9
ORD022890,2025-03-13,19,CU9517,Repeat,RST154,Dine-in,1,44.18,RAMADAN15,1.78,0.0,0,Delivered,Wallet,Web,4.4
ORD001504,2025-01-06,12,CU9810,Repeat,RST238,Delivery,2,64.99,FEAST20,1.8,9.0,41,Delivered,Apple Pay,Web,3.7
ORD013875,2025-02-15,20,CU6082,Repeat,RST201,Delivery,2,49.74,,0.33,0.0,29,Delivered,Cash,Web,4.1
ORD029535,2025-04-01,13,CU10885,New,RST138,Dine-in,1,40.42,SUFRA10,14.87,0.0,0,Delivered,Card,Web,4.0
ORD007915,2025-01-27,19,CU7136,New,RST137,Delivery,1,55.58,FEAST20,24.09,9.0,47,Delivered,Wallet,Web,3.9
ORD034260,2025-04-17,16,CU8470,Repeat,RST299,Dine-in,3,90.46,FEAST20,0.51,0.0,0,Delivered,Card,iOS,4.6
ORD024824,2025-03-19,18,CU6387,New,RST178,Delivery,1,43.12,RAMADAN15,3.24,12.0,44,Delivered,Card,iOS,4.1
ORD012249,2025-02-10,22,CU6792,Repeat,RST108,Dine-in,2,68.95,,22.14,0.0,0,Delivered,Card,Web,4.8
ORD002791,2025-01-10,13,CU8324,Repeat,RST103,Delivery,5,133.12,FEAST20,51.89,9.0,41,Delivered,Apple Pay,iOS,4.3
ORD001102,2025-01-04,16,CU9078,Repeat,RST278,Delivery,1,36.98,SUFRA10,2.72,7.0,18,Refunded,Apple Pay,iOS,
ORD021874,2025-03-11,19,CU6355,New,RST198,Delivery,3,97.65,,1.61,0.0,39,Delivered,Wallet,Android,4.2
ORD045776,2025-05-25,13,CU9824,Repeat,RST276,Delivery,1,22.81,,0.9,12.0,35,Delivered,Card,Web,4.2
ORD018104,2025-03-01,21,CU5997,Repeat,RST143,Delivery,1,55.54,RAMADAN15,24.9,9.0,54,Delivered,Apple Pay,iOS,4.2
ORD045145,2025-05-23,19,CU9436,Repeat,RST108,Dine-in,2,98.49,FEAST20,31.83,0.0,0,Delivered,Cash,iOS,4.8
ORD019949,2025-03-06,19,CU6397,Repeat,RST294,Delivery,2,91.64,,3.19,9.0,29,Delivered,Wallet,iOS,4.7
ORD000669,2025-01-02,21,CU7846,New,RST239,Delivery,3,131.71,,1.12,12.0,22,Delivered,Wallet,Android,4.6
ORD017110,2025-02-26,16,CU5213,Repeat,RST116,Pickup,3,87.18,RAMADAN15,28.93,0.0,0,Delivered,Cash,Web,3.9
ORD034533,2025-04-18,14,CU6263,Repeat,RST329,Delivery,1,41.83,FEAST20,1.86,7.0,36,Delivered,Wallet,Web,4.5
ORD044202,2025-05-20,18,CU6427,Repeat,RST277,Dine-in,3,63.56,FEAST20,6.14,0.0,0,Delivered,Wallet,iOS,4.0
ORD010317,2025-02-04,13,CU8561,Repeat,RST203,Delivery,5,213.61,FEAST20,15.02,7.0,31,Delivered,Card,Web,4.4
ORD034138,2025-04-17,12,CU10199,Repeat,RST277,Delivery,3,108.48,,3.93,7.0,21,Delivered,Card,Web,4.3
ORD028337,2025-03-28,20,CU7762,Repeat,RST145,Dine-in,2,59.18,RAMADAN15,25.4,0.0,0,Delivered,Apple Pay,Android,5.0
ORD004729,2025-01-16,20,CU10051,New,RST245,Delivery,1,27.06,,0.63,5.0,12,Delivered,Card,iOS,5.0
ORD026273,2025-03-23,21,CU6879,New,RST330,Dine-in,2,101.46,,0.43,0.0,0,Delivered,Card,Web,4.1
ORD000837,2025-01-03,21,CU5561,Repeat,RST264,Delivery,1,41.57,RAMADAN15,1.76,0.0,37,Delivered,Apple Pay,Android,3.7
ORD044922,2025-05-22,14,CU7349,Repeat,RST308,Delivery,3,155.94,,6.06,5.0,30,Delivered,Apple Pay,iOS,4.0
ORD044037,2025-05-19,20,CU10661,New,RST113,Delivery,4,186.36,RAMADAN15,68.96,0.0,54,Delivered,Card,Android,4.2
ORD002554,2025-01-09,19,CU6231,Repeat,RST153,Dine-in,2,70.29,,0.59,0.0,0,Delivered,Card,Android,4.3
ORD020160,2025-03-06,20,CU8296,Repeat,RST308,Pickup,3,145.27,RAMADAN15,6.16,0.0,0,Delivered,Apple Pay,Android,5.0
ORD047215,2025-05-30,16,CU9890,Repeat,RST160,Pickup,2,72.05,WELCOME25,4.91,0.0,0,Refunded,Cash,iOS,
ORD026799,2025-03-24,18,CU8195,Repeat,RST233,Pickup,2,60.75,RAMADAN15,1.99,0.0,0,Delivered,Wallet,Web,4.4
ORD026216,2025-03-23,18,CU9665,Repeat,RST326,Dine-in,1,27.43,RAMADAN15,2.7,0.0,0,Delivered,Cash,iOS,4.8
ORD020699,2025-03-08,18,CU10658,New,RST310,Delivery,1,24.59,RAMADAN15,0.05,0.0,40,Delivered,Card,Web,4.0
ORD033815,2025-04-16,19,CU9251,New,RST207,Delivery,1,50.29,,0.33,0.0,31,Delivered,Card,Web,4.2
ORD045864,2025-05-25,11,CU5169,Repeat,RST322,Delivery,5,165.92,,4.64,5.0,43,Delivered,Cash,iOS,3.7
ORD006469,2025-01-22,14,CU9050,Repeat,RST307,Dine-in,5,265.78,RAMADAN15,21.02,0.0,0,Delivered,Wallet,Web,4.5
ORD001655,2025-01-06,11,CU10467,Repeat,RST316,Delivery,2,50.71,SUFRA10,3.67,9.0,40,Delivered,Cash,Android,4.2
ORD034536,2025-04-18,13,CU8129,Repeat,RST334,Delivery,2,74.27,,0.94,12.0,43,Delivered,Wallet,Web,4.2
ORD019747,2025-03-05,13,CU7811,New,RST227,Dine-in,4,131.49,RAMADAN15,1.36,0.0,0,Delivered,Cash,Android,4.5
ORD032594,2025-04-12,21,CU7663,Repeat,RST283,Pickup,2,104.41,,3.05,0.0,0,Delivered,Cash,iOS,4.0
ORD017948,2025-03-01,18,CU7184,Repeat,RST314,Pickup,4,197.83,,1.68,0.0,0,Delivered,Card,Web,4.4
ORD016708,2025-02-24,13,CU7654,Repeat,RST142,Delivery,3,90.43,RAMADAN15,30.98,9.0,46,Cancelled,Wallet,iOS,
ORD030930,2025-04-06,22,CU6494,Repeat,RST187,Dine-in,3,70.92,,1.17,0.0,0,Delivered,Wallet,Web,4.9
ORD018907,2025-03-03,21,CU10755,New,RST232,Delivery,1,33.85,,0.57,12.0,16,Delivered,Wallet,iOS,3.9
ORD034101,2025-04-17,19,CU9976,New,RST297,Delivery,3,123.31,,0.63,9.0,33,Delivered,Apple Pay,iOS,4.2
ORD014656,2025-02-18,20,CU5838,Repeat,RST143,Dine-in,4,173.37,WELCOME25,75.11,0.0,0,Delivered,Card,Android,4.5
ORD046069,2025-05-26,13,CU10372,New,RST157,Delivery,1,23.71,,0.78,7.0,39,Delivered,Cash,Android,4.0
ORD015349,2025-02-20,21,CU6101,Repeat,RST261,Delivery,2,67.99,,0.17,7.0,43,Delivered,Cash,Web,4.4
ORD020199,2025-03-06,19,CU6847,New,RST330,Dine-in,2,81.56,,0.84,0.0,0,Delivered,Card,Android,4.6
ORD043147,2025-05-16,16,CU6198,Repeat,RST214,Dine-in,3,74.07,,0.26,0.0,0,Delivered,Card,Android,4.4
ORD028535,2025-03-29,21,CU9203,Repeat,RST309,Dine-in,1,41.03,,1.52,0.0,0,Delivered,Wallet,iOS,5.0
ORD021618,2025-03-10,21,CU9982,New,RST222,Delivery,3,119.48,,4.61,0.0,20,Delivered,Card,iOS,4.0
ORD000406,2025-01-02,20,CU7985,Repeat,RST132,Delivery,1,39.59,,12.13,7.0,69,Delivered,Apple Pay,iOS,3.4
ORD023562,2025-03-15,19,CU6730,New,RST272,Delivery,3,71.11,,1.28,0.0,25,Delivered,Apple Pay,Android,4.9
ORD003049,2025-01-11,19,CU6662,Repeat,RST154,Dine-in,2,78.26,,0.75,0.0,0,Delivered,Card,Web,4.5
ORD031805,2025-04-09,12,CU10516,Repeat,RST154,Delivery,2,72.2,,2.69,7.0,49,Delivered,Wallet,iOS,3.7
ORD036667,2025-04-25,12,CU7948,New,RST129,Delivery,1,25.08,FEAST20,10.02,9.0,59,Delivered,Apple Pay,Android,3.2
ORD002488,2025-01-09,13,CU6490,New,RST290,Delivery,3,123.54,WELCOME25,4.34,12.0,25,Delivered,Apple Pay,iOS,4.6
ORD018656,2025-03-02,21,CU5469,New,RST218,Delivery,2,50.55,SUFRA10,0.17,12.0,27,Delivered,Cash,Android,4.1
ORD008957,2025-01-30,16,CU5590,New,RST136,Delivery,4,108.86,,35.95,7.0,58,Delivered,Apple Pay,iOS,3.8
ORD036931,2025-04-26,22,CU9051,Repeat,RST208,Delivery,1,51.27,FEAST20,4.46,0.0,36,Delivered,Wallet,iOS,3.5
ORD028216,2025-03-28,19,CU9613,New,RST162,Delivery,2,59.73,RAMADAN15,0.89,7.0,41,Delivered,Wallet,Web,4.0
ORD001581,2025-01-06,16,CU8606,New,RST297,Delivery,4,131.85,,4.99,12.0,23,Delivered,Wallet,iOS,4.3
ORD025909,2025-03-22,19,CU8303,Repeat,RST107,Delivery,1,32.42,FEAST20,9.96,7.0,63,Delivered,Apple Pay,Web,3.9
ORD022191,2025-03-12,19,CU10098,New,RST170,Pickup,3,95.0,SUFRA10,9.38,0.0,0,Delivered,Wallet,iOS,4.5
ORD008961,2025-01-30,18,CU10701,Repeat,RST187,Pickup,1,19.88,,0.16,0.0,0,Delivered,Cash,Android,4.8
ORD037564,2025-04-28,13,CU10248,Repeat,RST112,Delivery,3,138.78,SUFRA10,53.53,0.0,55,Refunded,Apple Pay,Android,
ORD041606,2025-05-11,22,CU10729,New,RST172,Dine-in,3,103.97,,4.08,0.0,0,Delivered,Cash,Android,4.5
ORD046445,2025-05-27,18,CU6638,Repeat,RST236,Dine-in,1,35.77,,1.25,0.0,0,Cancelled,Cash,iOS,
ORD005866,2025-01-20,21,CU9005,Repeat,RST309,Dine-in,5,181.57,,3.63,0.0,0,Delivered,Cash,iOS,4.9
ORD020579,2025-03-07,19,CU6709,New,RST331,Delivery,1,35.25,,0.37,9.0,37,Refunded,Wallet,Android,
ORD037138,2025-04-26,14,CU10818,New,RST246,Dine-in,2,44.55,WELCOME25,2.66,0.0,0,Refunded,Wallet,Android,
ORD021446,2025-03-10,19,CU6969,Repeat,RST311,Dine-in,5,161.25,RAMADAN15,10.45,0.0,0,Delivered,Cash,Web,4.8
ORD008625,2025-01-29,20,CU9578,New,RST160,Delivery,1,19.96,,0.42,0.0,23,Delivered,Wallet,Web,5.0
ORD031844,2025-04-10,11,CU10476,Repeat,RST258,Delivery,2,93.3,,1.11,9.0,32,Delivered,Wallet,iOS,4.1
ORD022788,2025-03-13,18,CU6428,Repeat,RST314,Delivery,3,90.5,RAMADAN15,2.38,7.0,29,Delivered,Card,Android,4.6
ORD010389,2025-02-04,13,CU5876,New,RST285,Delivery,1,32.27,,1.19,12.0,23,Delivered,Apple Pay,Android,4.6
ORD016650,2025-02-24,19,CU7454,New,RST331,Pickup,1,38.58,WELCOME25,2.75,0.0,0,Delivered,Cash,iOS,4.5
ORD018550,2025-03-02,18,CU8777,Repeat,RST181,Delivery,4,119.49,,2.43,0.0,49,Delivered,Card,Web,4.2
ORD002760,2025-01-10,20,CU6672,New,RST239,Delivery,3,154.19,,3.72,7.0,30,Delivered,Apple Pay,iOS,4.2
ORD012843,2025-02-12,12,CU8358,Repeat,RST101,Delivery,2,107.34,SUFRA10,44.44,9.0,42,Delivered,Card,Web,4.1
ORD032276,2025-04-11,20,CU9814,New,RST165,Pickup,2,59.51,,0.2,0.0,0,Delivered,Wallet,Web,4.8
ORD006920,2025-01-24,18,CU10659,Repeat,RST183,Delivery,1,46.28,FEAST20,2.5,0.0,29,Delivered,Card,Android,4.0
ORD045389,2025-05-24,20,CU9022,New,RST237,Delivery,1,31.13,,0.65,5.0,18,Delivered,Cash,Web,4.6
ORD021472,2025-03-10,19,CU9829,Repeat,RST253,Delivery,1,66.46,RAMADAN15,6.4,12.0,47,Delivered,Card,Android,4.2
ORD027328,2025-03-26,20,CU5287,Repeat,RST320,Pickup,2,84.09,,2.65,0.0,0,Delivered,Apple Pay,iOS,5.0
ORD019298,2025-03-04,19,CU9237,New,RST137,Delivery,2,95.07,RAMADAN15,35.65,0.0,55,Delivered,Card,Web,4.1
ORD039866,2025-05-05,13,CU5435,Repeat,RST154,Dine-in,1,32.86,FEAST20,3.03,0.0,0,Cancelled,Cash,Web,
ORD043779,2025-05-18,14,CU7896,New,RST301,Delivery,2,111.19,,3.95,12.0,30,Delivered,Wallet,Web,4.4
ORD000656,2025-01-02,19,CU9935,Repeat,RST328,Pickup,2,81.33,SUFRA10,2.46,0.0,0,Delivered,Apple Pay,iOS,4.7
ORD022637,2025-03-13,18,CU10227,Repeat,RST124,Pickup,1,36.39,FEAST20,11.58,0.0,0,Delivered,Card,iOS,4.8
ORD036903,2025-04-26,18,CU9747,Repeat,RST327,Delivery,1,67.78,,0.51,9.0,25,Delivered,Card,Android,4.5
ORD035068,2025-04-20,13,CU6457,New,RST102,Pickup,1,55.17,SUFRA10,18.25,0.0,0,Delivered,Wallet,Android,4.1
ORD045277,2025-05-23,14,CU8937,Repeat,RST181,Delivery,1,46.42,SUFRA10,2.77,0.0,44,Delivered,Card,Android,3.9
ORD030032,2025-04-03,13,CU5528,Repeat,RST326,Pickup,1,31.18,WELCOME25,0.72,0.0,0,Delivered,Wallet,Web,4.0
ORD039090,2025-05-03,11,CU7654,Repeat,RST319,Delivery,1,51.9,,0.84,12.0,17,Delivered,Card,Android,4.6
ORD022171,2025-03-11,18,CU5727,New,RST237,Delivery,3,98.19,,3.29,12.0,25,Delivered,Card,Web,4.4
ORD037851,2025-04-29,14,CU7201,Repeat,RST301,Dine-in,3,130.6,,2.09,0.0,0,Refunded,Cash,Android,
ORD007828,2025-01-26,20,CU10530,Repeat,RST232,Dine-in,1,30.02,,0.76,0.0,0,Delivered,Cash,Android,5.0
ORD005441,2025-01-19,18,CU8856,New,RST107,Delivery,2,67.86,WELCOME25,28.35,12.0,45,Delivered,Wallet,Web,4.2
ORD015112,2025-02-19,18,CU7034,New,RST114,Delivery,2,53.37,FEAST20,19.39,9.0,38,Delivered,Wallet,Android,3.6
ORD037969,2025-04-29,12,CU8035,Repeat,RST301,Delivery,1,38.0,,1.23,9.0,32,Delivered,Card,iOS,4.1
ORD018846,2025-03-03,19,CU8612,Repeat,RST156,Delivery,3,88.72,,1.95,5.0,24,Delivered,Apple Pay,Web,4.4
ORD044819,2025-05-22,11,CU7033,New,RST133,Dine-in,2,48.04,RAMADAN15,20.21,0.0,0,Cancelled,Apple Pay,Android,
ORD015040,2025-02-19,20,CU9555,Repeat,RST210,Pickup,3,101.81,WELCOME25,0.07,0.0,0,Delivered,Cash,Android,4.2
ORD008463,2025-01-29,11,CU8075,Repeat,RST246,Delivery,2,53.93,FEAST20,3.15,5.0,38,Delivered,Apple Pay,iOS,4.3
ORD007661,2025-01-26,21,CU5416,Repeat,RST333,Delivery,5,156.87,,2.49,7.0,44,Delivered,Card,Android,3.9
ORD009567,2025-02-01,13,CU7992,Repeat,RST300,Delivery,4,168.24,FEAST20,14.92,5.0,22,Delivered,Wallet,Android,4.1
ORD025862,2025-03-22,21,CU5258,Repeat,RST288,Delivery,2,56.75,WELCOME25,3.63,5.0,40,Delivered,Cash,Web,4.6
ORD003360,2025-01-12,22,CU7599,New,RST208,Delivery,2,103.26,WELCOME25,7.63,7.0,38,Delivered,Cash,Web,3.6
ORD020147,2025-03-06,20,CU6607,New,RST154,Delivery,3,107.24,RAMADAN15,8.15,9.0,44,Delivered,Cash,Web,3.7
ORD020050,2025-03-06,13,CU10398,Repeat,RST195,Delivery,1,32.78,RAMADAN15,1.83,12.0,31,Delivered,Cash,Android,4.1
ORD003242,2025-01-12,16,CU5660,Repeat,RST147,Delivery,3,99.32,,37.58,12.0,55,Delivered,Apple Pay,Web,4.6
ORD013565,2025-02-14,22,CU10044,New,RST175,Delivery,4,81.27,FEAST20,6.12,0.0,37,Delivered,Cash,Web,4.1
ORD000041,2025-01-01,20,CU10870,Repeat,RST124,Pickup,4,140.26,FEAST20,57.48,0.0,0,Refunded,Card,Web,
ORD010489,2025-02-04,16,CU5531,Repeat,RST253,Dine-in,2,97.91,WELCOME25,4.01,0.0,0,Delivered,Apple Pay,Web,4.5
ORD019156,2025-03-04,13,CU9587,New,RST170,Delivery,3,84.42,FEAST20,7.74,12.0,42,Refunded,Apple Pay,Android,
ORD035895,2025-04-22,20,CU6347,Repeat,RST199,Delivery,1,35.78,,0.89,9.0,25,Delivered,Wallet,Web,4.0
ORD026855,2025-03-24,21,CU8641,New,RST310,Delivery,4,140.4,RAMADAN15,7.76,5.0,27,Delivered,Wallet,Web,5.0
ORD009115,2025-01-31,13,CU9529,Repeat,RST102,Delivery,2,111.63,,38.78,9.0,60,Delivered,Apple Pay,Web,3.7
ORD046024,2025-05-26,20,CU9178,Repeat,RST335,Pickup,3,88.18,,0.47,0.0,0,Delivered,Card,Android,3.6
ORD028330,2025-03-28,19,CU8227,Repeat,RST101,Delivery,1,57.65,FEAST20,24.65,7.0,41,Delivered,Apple Pay,iOS,3.9
ORD007192,2025-01-24,16,CU9881,New,RST277,Delivery,2,39.67,WELCOME25,1.34,0.0,30,Delivered,Apple Pay,iOS,4.4
ORD012152,2025-02-10,11,CU5286,New,RST111,Dine-in,2,63.12,FEAST20,24.55,0.0,0,Delivered,Apple Pay,iOS,4.0
ORD027060,2025-03-25,18,CU5033,Repeat,RST185,Delivery,5,221.37,RAMADAN15,8.5,7.0,46,Delivered,Apple Pay,Android,4.3
ORD000534,2025-01-02,16,CU10207,Repeat,RST173,Pickup,5,144.57,,0.86,0.0,0,Delivered,Wallet,Web,4.5
ORD004011,2025-01-14,22,CU7660,Repeat,RST207,Dine-in,4,154.9,SUFRA10,9.11,0.0,0,Delivered,Cash,Android,4.5
ORD043133,2025-05-16,22,CU10384,Repeat,RST333,Dine-in,4,136.89,,2.47,0.0,0,Delivered,Card,Web,4.5
ORD028364,2025-03-28,18,CU7963,Repeat,RST223,Pickup,5,143.73,SUFRA10,0.6,0.0,0,Delivered,Wallet,Android,4.0
ORD033227,2025-04-14,13,CU5138,New,RST229,Delivery,1,27.35,FEAST20,2.3,5.0,18,Delivered,Apple Pay,iOS,4.6
ORD023476,2025-03-15,19,CU5054,Repeat,RST291,Pickup,2,60.69,,0.91,0.0,0,Delivered,Apple Pay,iOS,4.4
ORD016289,2025-02-23,20,CU9093,Repeat,RST194,Dine-in,3,65.5,,2.32,0.0,0,Delivered,Wallet,iOS,4.6
ORD033989,2025-04-16,13,CU8205,Repeat,RST277,Dine-in,2,69.52,FEAST20,4.29,0.0,0,Delivered,Apple Pay,Android,4.2
ORD037062,2025-04-26,19,CU5847,Repeat,RST304,Dine-in,5,203.17,FEAST20,2.75,0.0,0,Delivered,Card,Web,4.5
ORD020364,2025-03-07,13,CU5362,Repeat,RST236,Delivery,1,40.34,RAMADAN15,1.4,12.0,42,Refunded,Cash,Android,
ORD023641,2025-03-16,20,CU6190,Repeat,RST167,Pickup,2,98.64,,2.2,0.0,0,Delivered,Card,Web,4.8
ORD035366,2025-04-21,12,CU7523,Repeat,RST133,Delivery,1,40.76,,16.28,0.0,57,Delivered,Apple Pay,Android,3.4
ORD006709,2025-01-23,11,CU5925,Repeat,RST252,Delivery,2,77.74,,3.11,0.0,40,Delivered,Wallet,iOS,4.1
ORD011947,2025-02-09,14,CU8945,New,RST107,Delivery,2,62.25,RAMADAN15,19.46,5.0,57,Delivered,Apple Pay,Android,3.8
ORD041476,2025-05-11,12,CU9229,New,RST236,Pickup,3,160.72,,1.93,0.0,0,Delivered,Apple Pay,Android,4.7
ORD015862,2025-02-22,21,CU8677,Repeat,RST244,Delivery,1,31.52,,0.08,0.0,31,Delivered,Cash,Web,4.8
ORD002862,2025-01-10,20,CU8992,Repeat,RST160,Delivery,1,28.44,SUFRA10,1.02,7.0,31,Delivered,Card,iOS,4.8
ORD036658,2025-04-25,20,CU7553,Repeat,RST249,Delivery,2,72.1,FEAST20,2.85,7.0,30,Delivered,Card,Android,4.2
ORD030376,2025-04-04,11,CU9675,Repeat,RST208,Pickup,2,109.9,RAMADAN15,6.82,0.0,0,Delivered,Card,Android,4.5
ORD028825,2025-03-30,19,CU6543,Repeat,RST145,Dine-in,4,139.11,,45.31,0.0,0,Delivered,Wallet,iOS,4.9
ORD005983,2025-01-21,21,CU8211,Repeat,RST215,Dine-in,3,86.83,,2.99,0.0,0,Delivered,Wallet,Android,4.8
ORD022983,2025-03-14,19,CU10811,Repeat,RST186,Delivery,2,104.4,SUFRA10,9.81,12.0,41,Delivered,Wallet,Web,3.6
ORD001105,2025-01-04,12,CU8636,Repeat,RST139,Pickup,5,105.54,FEAST20,47.05,0.0,0,Delivered,Wallet,iOS,4.6
ORD041507,2025-05-11,20,CU10694,New,RST186,Pickup,3,125.58,RAMADAN15,11.31,0.0,0,Delivered,Wallet,iOS,4.6
ORD021030,2025-03-09,21,CU6471,New,RST167,Pickup,5,170.22,RAMADAN15,8.33,0.0,0,Delivered,Apple Pay,Android,4.8
ORD018918,2025-03-03,21,CU10758,Repeat,RST195,Dine-in,4,74.44,SUFRA10,1.2,0.0,0,Delivered,Cash,Web,4.6
ORD031354,2025-04-08,20,CU5535,New,RST316,Delivery,2,60.0,,0.24,9.0,30,Delivered,Wallet,Android,4.0
ORD035228,2025-04-20,11,CU6233,Repeat,RST335,Pickup,3,133.42,WELCOME25,2.21,0.0,0,Delivered,Apple Pay,Android,4.4
ORD006158,2025-01-21,14,CU5982,New,RST100,Delivery,2,88.88,FEAST20,29.7,5.0,60,Refunded,Card,Web,
ORD041840,2025-05-12,11,CU7528,Repeat,RST305,Delivery,1,36.86,,0.39,5.0,37,Delivered,Wallet,Web,4.2
ORD005790,2025-01-20,16,CU8367,Repeat,RST114,Delivery,1,33.76,,13.29,7.0,60,Delivered,Apple Pay,Android,4.2
ORD040941,2025-05-09,13,CU6837,Repeat,RST169,Delivery,1,34.21,SUFRA10,3.01,0.0,54,Delivered,Card,iOS,3.7
ORD005404,2025-01-19,21,CU8098,Repeat,RST276,Delivery,5,171.58,SUFRA10,14.67,9.0,31,Delivered,Cash,Android,4.2
ORD022094,2025-03-11,19,CU7901,New,RST306,Delivery,5,146.72,RAMADAN15,6.45,5.0,39,Delivered,Apple Pay,Web,4.4
ORD000820,2025-01-03,14,CU10147,New,RST136,Pickup,2,62.68,,26.2,0.0,0,Cancelled,Cash,Web,
ORD039322,2025-05-04,14,CU7053,New,RST296,Pickup,1,26.95,,1.06,0.0,0,Delivered,Apple Pay,Web,4.6
ORD045249,2025-05-23,19,CU5185,Repeat,RST328,Dine-in,2,96.83,RAMADAN15,9.65,0.0,0,Delivered,Cash,iOS,4.5
ORD046486,2025-05-27,18,CU5446,Repeat,RST186,Pickup,2,77.39,,2.85,0.0,0,Delivered,Wallet,iOS,4.5
ORD028477,2025-03-29,13,CU6453,Repeat,RST243,Delivery,1,19.33,RAMADAN15,0.27,0.0,24,Delivered,Apple Pay,Web,4.7
ORD027765,2025-03-27,20,CU9740,Repeat,RST253,Pickup,1,62.92,,1.06,0.0,0,Delivered,Cash,iOS,5.0
ORD013622,2025-02-15,14,CU8143,Repeat,RST216,Pickup,1,51.35,,1.09,0.0,0,Delivered,Apple Pay,Web,4.9
ORD011822,2025-02-09,21,CU8728,Repeat,RST118,Delivery,2,42.94,,14.08,12.0,52,Cancelled,Cash,Android,
ORD039366,2025-05-04,11,CU5431,Repeat,RST208,Pickup,4,184.16,SUFRA10,11.64,0.0,0,Delivered,Wallet,iOS,4.2
ORD004057,2025-01-14,20,CU10945,Repeat,RST286,Pickup,2,99.09,,0.33,0.0,0,Cancelled,Card,iOS,
ORD044501,2025-05-21,13,CU8554,Repeat,RST237,Pickup,2,62.98,FEAST20,4.82,0.0,0,Delivered,Wallet,Web,4.8
ORD004261,2025-01-15,12,CU8242,Repeat,RST195,Delivery,3,68.75,WELCOME25,5.96,12.0,37,Refunded,Wallet,Android,
ORD002676,2025-01-10,13,CU10130,Repeat,RST115,Delivery,2,61.07,,18.43,7.0,45,Delivered,Card,Web,4.5
ORD025511,2025-03-21,20,CU7749,Repeat,RST205,Delivery,2,59.62,,2.26,9.0,22,Delivered,Cash,Web,4.6
ORD001142,2025-01-04,20,CU5862,New,RST203,Delivery,4,271.43,WELCOME25,26.05,7.0,32,Delivered,Wallet,Android,3.6
ORD019466,2025-03-04,18,CU10221,New,RST128,Delivery,3,81.97,RAMADAN15,24.7,12.0,39,Refunded,Apple Pay,Android,
ORD026784,2025-03-24,19,CU7284,New,RST301,Delivery,3,119.09,RAMADAN15,8.06,5.0,29,Delivered,Cash,Web,4.3
ORD044977,2025-05-22,21,CU8793,Repeat,RST128,Delivery,1,34.31,FEAST20,15.32,7.0,56,Delivered,Apple Pay,Web,3.8
ORD041417,2025-05-10,20,CU10730,Repeat,RST234,Delivery,2,101.87,,3.24,0.0,20,Delivered,Card,iOS,5.0
ORD040221,2025-05-06,22,CU9038,Repeat,RST116,Delivery,5,223.9,,92.15,0.0,47,Delivered,Card,iOS,3.8
ORD022167,2025-03-11,21,CU8128,Repeat,RST332,Delivery,2,77.84,RAMADAN15,2.91,0.0,23,Delivered,Card,iOS,4.2
ORD005875,2025-01-20,20,CU6951,New,RST336,Delivery,3,217.17,SUFRA10,14.01,12.0,33,Delivered,Card,Android,4.4
ORD018748,2025-03-03,21,CU5890,Repeat,RST311,Delivery,2,61.96,,1.96,5.0,24,Delivered,Cash,iOS,4.4
ORD032318,2025-04-11,12,CU8230,New,RST167,Delivery,1,58.07,FEAST20,2.28,7.0,41,Delivered,Cash,iOS,3.3
ORD036800,2025-04-25,18,CU7299,Repeat,RST280,Pickup,3,74.13,,2.56,0.0,0,Cancelled,Cash,Android,
ORD033566,2025-04-15,22,CU6338,Repeat,RST313,Dine-in,3,107.52,,1.97,0.0,0,Cancelled,Card,iOS,
ORD004602,2025-01-16,16,CU7063,New,RST182,Delivery,2,60.3,WELCOME25,5.31,7.0,41,Delivered,Wallet,iOS,4.3
ORD026489,2025-03-23,21,CU6739,Repeat,RST157,Dine-in,2,47.26,,0.94,0.0,0,Delivered,Apple Pay,Android,4.6
ORD037983,2025-04-29,12,CU5548,Repeat,RST105,Delivery,3,142.74,,63.24,0.0,40,Cancelled,Card,iOS,
